"ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_depto_ubicacion","cole_genero","cole_jornada","cole_naturaleza","fami_educacionmadre","fami_educacionpadre","estu_genero","fami_estratovivienda","fami_personashogar","fami_cuartoshogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"URBANO","S","A","ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Ninguno","Primaria completa","M","Estrato 4","3 a 4","Tres","Si","Si","No","66.0","61.0","63","52","62","300"
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 1","Seis","Seis","No","Si","No","36.0","32.0","35","35","46","185"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Tres","Tres","No","Si","Si","51.0","61.0","55","54","61","286"
"RURAL","N","A","TÉCNICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cinco","Dos","No","No","No","52.0","40.0",,,,
"RURAL","N","A","TÉCNICO","VALLE","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Cuatro","Dos","Si","Si","No","52.0","27.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","MAÑANA"," D.C.""","Siete","Ninguno","12/06/1997","Ninguno","Estrato 3","N","Siete","Si","Si",,"52.0","40",,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","F","Estrato 3","Cinco","Tres","No","Si","Si","51.33","58.05",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Seis","Dos","No","Si","Si","40.0","52.0",,,,
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","Cuatro","Dos","No","Si","Si","47.0","55.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cuatro","Tres","No","Si","Si","52.0","43.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 4","3 a 4","Cuatro","Si","Si","Si","72.0","63.0","64","62","63","318"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 4","3 a 4","Cuatro","Si","Si","Si","72.0","63.0","64","62","63","318"
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 1","Tres","Uno","No","Si","No","50.0","43.0",,,,
"URBANO","N","A","ACADÉMICO","CALDAS","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Primaria incompleta","F","Estrato 3","5 a 6","Tres","Si","Si","Si","49.0","60.0","48","55","43","257"
"RURAL","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria completa","F","Estrato 1","Seis","Dos","No","No","No","42.0","49.0",,,,
"RURAL","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria completa","F","Estrato 1","Seis","Dos","No","No","No","42.0","49.0",,,,
"URBANO","S","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","","","F","Estrato 1","Cinco","Dos","No","No","No","37.0","42.0",,,,
"URBANO","N","A","ACADÉMICO","CASANARE","MIXTO","SABATINA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Tres","Dos","No","No","No","48.0","46.0","58","38","45","234"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","No sabe","F","Estrato 1","Seis","Dos","No","No","No","48.42","53.37",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 2","Dos","Dos","No","Si","Si","54.0","54.0","65","65","58","300"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Tres","No","Si","Si","50.0","47.0","41","52","41","228"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 2","Siete","Cinco","No","No","No","41.0","45.0",,,,
"URBANO","N","A","ACADÉMICO","PUTUMAYO","MIXTO","SABATINA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 1","Cuatro","Tres","No","No","No","51.0","39.0","43","57","44","231"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","NO OFICIAL","Primaria completa","Ninguno","M","Estrato 2","3 a 4","Dos","No","Si","No","45.0","48.0","46","50","52","243"
"URBANO","N","A","ACADÉMICO","NORTE SANTANDER","MIXTO","SABATINA","NO OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cinco","Dos","No","No","No","46.0","38.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","TARDE","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 2","5 a 6","Tres","No","No","Si","49.0","54.0","44","53","60","262"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","TARDE","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 2","5 a 6","Tres","No","No","Si","49.0","54.0","44","53","60","262"
"RURAL","N","A","NO APLICA","NORTE SANTANDER","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Seis","Tres","No","Si","No","51.0","53.0","61","56","65","292"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","No sabe","No sabe","F","Estrato 2","Cuatro","Tres","No","Si","Si","41.0","48.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","TARDE","OFICIAL","","","F","","1 a 2","Dos","No","No","","57.0","51.0","49","58","49","261"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CAUCA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cuatro","Tres","No","Si","Si","27.0","30.0",,,,
"URBANO","N","B","TÉCNICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cinco","Cuatro","No","Si","Si","55.0","61.0","57","74","69","322"
"URBANO","","A","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Cuatro","Si","Si","Si","40.0","41.0","47","40","44","214"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","Tres","Dos","No","Si","Si","43.0","42.0",,,,
"URBANO","N","A","TÉCNICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Dos","No","Si","Si","49.0","53.0","47","51","38","237"
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","7 a 8","Uno","No","No","No","47.0","46.0","46","46","52","237"
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","TARDE","OFICIAL","No sabe","No sabe","M","Estrato 1","Dos","Dos","No","Si","Si","34.0","35.0",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 3","Tres","Tres","Si","Si","Si","46.0","45.0","50","54","53","251"
"URBANO","N","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","M","Estrato 2","Cuatro","Dos","No","No","No","53.0","69.0",,,,
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","M","Estrato 2","3 a 4","Tres","No","Si","Si","69.0","66.0","68","61","60","321"
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","M","Estrato 2","3 a 4","Tres","No","Si","Si","69.0","66.0","68","61","60","321"
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Dos","No","No","No","40.0","36.0","49","45","43","216"
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 2","Cinco","Tres","No","No","No","47.58","48.17",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 2","Una","Uno","Si","Si","Si","53.0","45.0","41","31","36","197"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA"," D.C.""","Dos","Primaria incompleta","10/11/1996","Secundaria (Bachillerato) completa","Estrato 3","N","Cinco","Si","Si",,"31.0","52",,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","M","Estrato 1","7 a 8","Cuatro","Si","No","Si","42.0","55.0","49","57","55","265"
"RURAL","N","A","TÉCNICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cinco","Dos","No","Si","No","44.0","50.0","53","49","47","247"
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 5","5 a 6","Cuatro","Si","Si","Si","54.0","38.0","47","49","58","242"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) incompleta","M","Estrato 1","Seis","Cuatro","No","Si","Si","49.0","59.0","59","53","52","276"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CALDAS","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 3","Cinco","Dos","No","Si","Si","48.0","52.0","49","51","41","240"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","5 a 6","Cinco","Si","Si","Si","57.0","56.0","63","53","60","290"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","5 a 6","Cinco","Si","Si","Si","57.0","56.0","63","53","60","290"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Dos","No","No","No","39.0","44.0","33","42","41","200"
"URBANO","S","B","ACADÉMICO","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","","","F","","","","","","","87.56","80.88",,,,
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","No sabe","M","Estrato 5","Tres","Tres","Si","Si","Si","59.0","48.0","63","68","50","287"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cuatro","Dos","No","No","No","50.0","56.0","41","49","51","247"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 3","Tres","Tres","Si","Si","Si","62.0","62.0","62","58","68","311"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 3","Cuatro","Tres","Si","Si","Si","77.0","51.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 3","Cinco","Tres","No","Si","Si","57.0","42.0",,,,
"RURAL","","A","TÉCNICO/ACADÉMICO","CHOCO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","Cinco","Dos","No","No","No","19.0","38.0",,,,
"URBANO","S","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Ninguno","Primaria incompleta","M","Estrato 1","Seis","Cuatro","No","No","No","45.0","44.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Dos","Dos","No","Si","Si","50.0","46.0",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Tres","No","No","No","39.0","32.0",,,,
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","SABATINA","NO OFICIAL","Técnica o tecnológica completa","Educación profesional completa","M","Estrato 1","Tres","Dos","Si","Si","Si","45.0","48.0","46","52","45","238"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","NO OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cuatro","Uno","No","No","No","53.0","55.0","52","60","53","274"
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Primaria completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","5 a 6","Tres","No","Si","No","45.0","50.0","56","58","72","290"
"URBANO","N","A","TÉCNICO/ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 1","Cinco","Cuatro","No","No","No","34.0","32.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","OFICIAL","Primaria completa","No sabe","M","Estrato 2","Seis","Tres","No","No","No","36.8","39.25",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","OFICIAL","Primaria completa","No sabe","M","Estrato 2","Seis","Tres","No","No","No","36.8","39.25",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","OFICIAL","Primaria completa","No sabe","M","Estrato 2","Seis","Tres","No","No","No","36.8","39.25",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cinco","Dos","No","Si","No","44.0","56.0","56","58","55","277"
"URBANO","","A","ACADÉMICO","VALLE","MIXTO","COMPLETA","OFICIAL","Educación profesional completa","Técnica o tecnológica incompleta","F","Estrato 6","1 a 2","Dos","No","No","No","36.0","34.0","41","33","59","207"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 4","Cuatro","Tres","No","Si","Si","68.0","34.0",,,,
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","No sabe","No sabe","F","Estrato 1","Once","Cuatro","No","No","Si","50.0","57.0","52","41","53","255"
"URBANO","N","A","TÉCNICO/ACADÉMICO","SUCRE","MIXTO","NOCHE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Cuatro","Dos","No","No","No","44.51","48.09",,,,
"URBANO","N","A","TÉCNICO","LA GUAJIRA","FEMENINO","MAÑANA","OFICIAL","Postgrado","Postgrado","F","Estrato 3","Cuatro","Dos","Si","Si","Si","51.0","61.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","M","Estrato 2","5 a 6","Dos","Si","No","No","41.0","54.0","42","37","49","226"
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cinco","Dos","No","Si","Si","55.0","59.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","M","Estrato 3","3 a 4","Tres","No","Si","Si","61.0","60.0","53","66","57","296"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","M","Estrato 3","3 a 4","Tres","No","Si","Si","61.0","60.0","53","66","57","296"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Educación profesional incompleta","F","Estrato 3","Siete","Seis","No","Si","Si","64.24","71.35",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","Cuatro","Tres","No","No","No","43.11","53.16",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Tres","No","Si","Si","69.0","79.0","67","67","62","344"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Tres","No","Si","Si","69.0","79.0","67","67","62","344"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","Siete","Tres","No","No","No","49.0","44.0","55","47","51","246"
"RURAL","N","A","TÉCNICO/ACADÉMICO","MAGDALENA","MIXTO","TARDE","OFICIAL","Ninguno","Primaria incompleta","M","Estrato 1","5 a 6","Dos","No","No","No","34.0","24.0","27","28","36","146"
"RURAL","N","A","TÉCNICO/ACADÉMICO","MAGDALENA","MIXTO","TARDE","OFICIAL","Ninguno","Primaria incompleta","M","Estrato 1","5 a 6","Dos","No","No","No","34.0","24.0","27","28","36","146"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA"," D.C.""","Dos","Técnica o tecnológica incompleta","10/12/1995","Técnica o tecnológica incompleta","Estrato 2","N","Tres","No","Si",,"40.0","40",,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Cinco","Tres","Si","Si","Si","48.0","42.0","49","47","47","232"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cuatro","Cuatro","No","Si","Si","54.45","60.51",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Siete","Tres","No","No","No","45.0","28.0",,,,
"URBANO","","A","TÉCNICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Postgrado","Técnica o tecnológica completa","M","Estrato 2","Cinco","Tres","No","Si","Si","63.0","65.0","64","73","54","320"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","M","Estrato 2","3 a 4","Tres","No","No","Si","48.0","58.0","63","50","60","285"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","M","Estrato 2","3 a 4","Tres","No","No","Si","48.0","58.0","63","50","60","285"
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Educación profesional incompleta","F","Estrato 2","5 a 6","Cuatro","No","Si","Si","55.0","56.0","59","64","54","290"
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Ninguno","M","Estrato 1","Siete","Tres","No","No","No","43.0","63.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) completa","M","Estrato 2","Cinco","Cuatro","No","Si","Si","43.0","58.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cuatro","Tres","No","Si","Si","43.53","45.38",,,,
"URBANO","","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Dos","Uno","No","Si","No","41.0","39.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","F","Estrato 4","Seis","Cinco","No","Si","Si","43.0","44.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","TARDE","OFICIAL","","","F","Estrato 1","Cuatro","Tres","No","No","No","40.0","46.0",,,,
